Reporter	Partner	Item	Element	Year	Unit	Value	Flag
Finland	Denmark	Cattle	Import Value	1989	1000 US$	299	Official data
Finland	Denmark	Cattle	Import Value	1990	1000 US$	773	Official data
Finland	Denmark	Cattle	Import Value	1991	1000 US$	762	Official data
Finland	Denmark	Cattle	Import Value	1992	1000 US$	528	Official data
Finland	Denmark	Cattle	Import Value	1993	1000 US$	77	Official data
Finland	Denmark	Cattle	Import Value	1994	1000 US$	76	Official data
Finland	Denmark	Cattle	Import Value	1995	1000 US$	8	Official data
Finland	Denmark	Cattle	Import Value	1996	1000 US$	5	Official data
Finland	Denmark	Cattle	Import Value	1997	1000 US$	11	Official data
Finland	Denmark	Cattle	Import Value	1998	1000 US$	18	Official data
Finland	Denmark	Cattle	Import Value	2006	1000 US$	42	Official data
Finland	Denmark	Cattle	Export Quantity	1990	Head	15	Official data
Finland	Denmark	Cattle	Export Quantity	1991	Head	4	Official data
Finland	Denmark	Cattle	Export Quantity	1992	Head	26	Official data
Finland	Denmark	Cattle	Export Quantity	1998	Head	18	Official data
Finland	Denmark	Cattle	Export Value	1990	1000 US$	36	Official data
Finland	Denmark	Cattle	Export Value	1991	1000 US$	9	Official data
Finland	Denmark	Cattle	Export Value	1992	1000 US$	20	Official data
Finland	Denmark	Cattle	Export Value	1998	1000 US$	9	Official data
Finland	Switzerland	Cattle	Import Quantity	1994	Head	1	Official data
Finland	Switzerland	Cattle	Import Value	1994	1000 US$	1	Official data
Finland	USSR	Cattle	Export Quantity	1986	Head	2049	Official data
Finland	USSR	Cattle	Export Quantity	1987	Head	2005	Official data
Finland	USSR	Cattle	Export Quantity	1988	Head	1507	Official data
Finland	USSR	Cattle	Export Quantity	1989	Head	699	Official data
Finland	USSR	Cattle	Export Quantity	1990	Head	1345	Official data
Finland	USSR	Cattle	Export Quantity	1991	Head	309	Official data
Finland	USSR	Cattle	Export Value	1986	1000 US$	2266	Official data
Finland	USSR	Cattle	Export Value	1987	1000 US$	2357	Official data
Finland	USSR	Cattle	Export Value	1988	1000 US$	1925	Official data
Finland	USSR	Cattle	Export Value	1989	1000 US$	865	Official data
Finland	USSR	Cattle	Export Value	1990	1000 US$	1846	Official data
Finland	USSR	Cattle	Export Value	1991	1000 US$	230	Official data
Finland	United Kingdom	Cattle	Import Quantity	1986	Head	8	Official data
Finland	United Kingdom	Cattle	Import Quantity	1987	Head	14	Official data
Finland	United Kingdom	Cattle	Import Quantity	1988	Head	32	Official data
Finland	United Kingdom	Cattle	Import Value	1986	1000 US$	49	Official data
Finland	United Kingdom	Cattle	Import Value	1987	1000 US$	102	Official data
Finland	United Kingdom	Cattle	Import Value	1988	1000 US$	236	Official data
Finland	Germany	Cattle	Export Quantity	1991	Head	2	Official data
Finland	Germany	Cattle	Export Value	1991	1000 US$	10	Official data
Finland	Latvia	Cattle	Export Quantity	1995	Head	4	Official data
Finland	Latvia	Cattle	Export Value	1995	1000 US$	17	Official data
Finland	Lithuania	Cattle	Export Quantity	2005	Head	60	Official data
Finland	Lithuania	Cattle	Export Quantity	2006	Head	300	Official data
Finland	Lithuania	Cattle	Export Quantity	2007	Head	422	Official data
Finland	Lithuania	Cattle	Export Quantity	2008	Head	227	Official data
Finland	Lithuania	Cattle	Export Value	2005	1000 US$	96	Official data
Finland	Lithuania	Cattle	Export Value	2006	1000 US$	469	Official data
Finland	Lithuania	Cattle	Export Value	2007	1000 US$	805	Official data
Finland	Lithuania	Cattle	Export Value	2008	1000 US$	506	Official data
Finland	Norway	Cattle	Import Quantity	1994	Head	8	Official data
Finland	Norway	Cattle	Import Value	1994	1000 US$	17	Official data
Finland	Norway	Cattle	Export Quantity	1991	Head	6	Official data
Finland	Norway	Cattle	Export Quantity	1992	Head	27	Official data
Finland	Norway	Cattle	Export Quantity	1993	Head	1	Official data
Finland	Norway	Cattle	Export Quantity	1995	Head	8	Official data
Finland	Norway	Cattle	Export Value	1991	1000 US$	17	Official data
Finland	Norway	Cattle	Export Value	1992	1000 US$	97	Official data
Finland	Norway	Cattle	Export Value	1993	1000 US$	5	Official data
Finland	Norway	Cattle	Export Value	1995	1000 US$	29	Official data
Finland	Russian Federation	Cattle	Export Quantity	1994	Head	8	Official data
Finland	Russian Federation	Cattle	Export Quantity	1996	Head	220	Official data
Finland	Russian Federation	Cattle	Export Quantity	1998	Head	19	Official data
Finland	Russian Federation	Cattle	Export Quantity	1999	Head	20	Official data
Finland	Russian Federation	Cattle	Export Quantity	2000	Head	27	Official data
Finland	Russian Federation	Cattle	Export Quantity	2001	Head	34	Official data
Finland	Russian Federation	Cattle	Export Quantity	2005	Head	5	Official data
Finland	Russian Federation	Cattle	Export Quantity	2007	Head	384	Official data
Finland	Russian Federation	Cattle	Export Quantity	2008	Head	236	Official data
